Image_Path,Cluster_Label
../Image Data/Monuments/train/Charar-E- Sharif/72.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/24 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/13 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/46 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/71 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/38 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/73.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/67.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/9.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/14.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/28.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/7 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/23 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/14 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/41 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/76 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/29.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/15.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/17.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/67 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/50 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/32 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/84 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/19 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/16.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/55 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/12.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/62 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/37 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/49 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/81 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/13.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/39.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/2 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/11.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/58 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/11 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/26 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/73 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/10.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/44 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/38.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/21.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/35.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/82 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/28 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/61 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/56 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/34 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/34.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/20.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/36.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/22.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/25 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/12 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/47 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/70 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/39 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/1 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/23.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/37.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/33.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/27.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/17 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/20 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/75 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/42 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/4 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/26.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/32.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/69 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/78 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/18.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/24.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/30.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/53 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/64 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/31 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/31.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/9 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/25.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/19.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/42.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/4.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/56.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/81.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/54 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/63 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/36 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/80 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/48 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/80.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/5.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/57.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/43.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/55.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/7.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/41.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/69.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/82.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/59 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/3 - Copy.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/10 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/27 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/72 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/45 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/83.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/68.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/40.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/54.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/6.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/78.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/2.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/50.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/44.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/6 - Copy.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/22 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/15 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/40 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/77 - Copy.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/45.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/3.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/51.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/79.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/47.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/53.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/1.jpg,1
../Image Data/Monuments/train/Charar-E- Sharif/66 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/51 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/84.jpg,3
../Image Data/Monuments/train/Charar-E- Sharif/33 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/18 - Copy.jpg,2
../Image Data/Monuments/train/Charar-E- Sharif/52.jpg,0
../Image Data/Monuments/train/Charar-E- Sharif/46.jpg,0
