Image_Path,Cluster_Label
../Image Data/Monuments/train/Ajanta Caves/(81).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(78).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(57).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(1).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(16).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(41).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(82).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(94).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(36).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(61).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(77).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(20).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(21).jpg,0
../Image Data/Monuments/train/Ajanta Caves/(76).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(60).jpg,0
../Image Data/Monuments/train/Ajanta Caves/(37).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(95).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(83).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(40).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(17).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(56).jpg,0
../Image Data/Monuments/train/Ajanta Caves/(30).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(88).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(67).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(71).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(26).jpg,0
../Image Data/Monuments/train/Ajanta Caves/(7).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(51).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(10).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(47).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(84).jpg,2
../Image Data/Monuments/train/Ajanta Caves/(92).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(93).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(85).jpg,0
../Image Data/Monuments/train/Ajanta Caves/(46).jpg,2
../Image Data/Monuments/train/Ajanta Caves/(11).jpg,2
../Image Data/Monuments/train/Ajanta Caves/(6).jpg,0
../Image Data/Monuments/train/Ajanta Caves/(50).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(27).jpg,2
../Image Data/Monuments/train/Ajanta Caves/(70).jpg,0
../Image Data/Monuments/train/Ajanta Caves/(89).jpg,3
../Image Data/Monuments/train/Ajanta Caves/(66).jpg,1
../Image Data/Monuments/train/Ajanta Caves/(31).jpg,1
