Image_Path,Cluster_Label
../Image Data/Monuments/train/victoria memorial/36.jpg,2
../Image Data/Monuments/train/victoria memorial/22.jpg,1
../Image Data/Monuments/train/victoria memorial/137.jpg,1
../Image Data/Monuments/train/victoria memorial/123.jpg,0
../Image Data/Monuments/train/victoria memorial/122.jpg,2
../Image Data/Monuments/train/victoria memorial/136.jpg,0
../Image Data/Monuments/train/victoria memorial/23.jpg,2
../Image Data/Monuments/train/victoria memorial/37.jpg,2
../Image Data/Monuments/train/victoria memorial/33.jpg,2
../Image Data/Monuments/train/victoria memorial/27.jpg,1
../Image Data/Monuments/train/victoria memorial/132.jpg,2
../Image Data/Monuments/train/victoria memorial/126.jpg,2
../Image Data/Monuments/train/victoria memorial/127.jpg,2
../Image Data/Monuments/train/victoria memorial/133.jpg,2
../Image Data/Monuments/train/victoria memorial/26.jpg,2
../Image Data/Monuments/train/victoria memorial/32.jpg,0
../Image Data/Monuments/train/victoria memorial/18.jpg,2
../Image Data/Monuments/train/victoria memorial/24.jpg,1
../Image Data/Monuments/train/victoria memorial/30.jpg,0
../Image Data/Monuments/train/victoria memorial/125.jpg,0
../Image Data/Monuments/train/victoria memorial/131.jpg,2
../Image Data/Monuments/train/victoria memorial/119.jpg,1
../Image Data/Monuments/train/victoria memorial/118.jpg,0
../Image Data/Monuments/train/victoria memorial/130.jpg,0
../Image Data/Monuments/train/victoria memorial/124.jpg,2
../Image Data/Monuments/train/victoria memorial/31.jpg,2
../Image Data/Monuments/train/victoria memorial/25.jpg,1
../Image Data/Monuments/train/victoria memorial/19.jpg,2
../Image Data/Monuments/train/victoria memorial/42.jpg,2
../Image Data/Monuments/train/victoria memorial/4.jpg,2
../Image Data/Monuments/train/victoria memorial/56.jpg,2
../Image Data/Monuments/train/victoria memorial/180.jpg,0
../Image Data/Monuments/train/victoria memorial/194.jpg,0
../Image Data/Monuments/train/victoria memorial/81.jpg,2
../Image Data/Monuments/train/victoria memorial/95.jpg,2
../Image Data/Monuments/train/victoria memorial/143.jpg,2
../Image Data/Monuments/train/victoria memorial/157.jpg,0
../Image Data/Monuments/train/victoria memorial/156.jpg,0
../Image Data/Monuments/train/victoria memorial/142.jpg,2
../Image Data/Monuments/train/victoria memorial/94.jpg,2
../Image Data/Monuments/train/victoria memorial/80.jpg,0
../Image Data/Monuments/train/victoria memorial/195.jpg,2
../Image Data/Monuments/train/victoria memorial/181.jpg,0
../Image Data/Monuments/train/victoria memorial/5.jpg,0
../Image Data/Monuments/train/victoria memorial/57.jpg,2
../Image Data/Monuments/train/victoria memorial/43.jpg,2
../Image Data/Monuments/train/victoria memorial/55.jpg,0
../Image Data/Monuments/train/victoria memorial/7.jpg,2
../Image Data/Monuments/train/victoria memorial/41.jpg,0
../Image Data/Monuments/train/victoria memorial/69.jpg,2
../Image Data/Monuments/train/victoria memorial/197.jpg,2
../Image Data/Monuments/train/victoria memorial/183.jpg,0
../Image Data/Monuments/train/victoria memorial/96.jpg,2
../Image Data/Monuments/train/victoria memorial/168.jpg,1
../Image Data/Monuments/train/victoria memorial/82.jpg,0
../Image Data/Monuments/train/victoria memorial/154.jpg,2
../Image Data/Monuments/train/victoria memorial/140.jpg,2
../Image Data/Monuments/train/victoria memorial/141.jpg,2
../Image Data/Monuments/train/victoria memorial/155.jpg,0
../Image Data/Monuments/train/victoria memorial/83.jpg,1
../Image Data/Monuments/train/victoria memorial/97.jpg,1
../Image Data/Monuments/train/victoria memorial/169.jpg,1
../Image Data/Monuments/train/victoria memorial/182.jpg,0
../Image Data/Monuments/train/victoria memorial/68.jpg,2
../Image Data/Monuments/train/victoria memorial/196.jpg,0
../Image Data/Monuments/train/victoria memorial/40.jpg,0
../Image Data/Monuments/train/victoria memorial/54.jpg,2
../Image Data/Monuments/train/victoria memorial/6.jpg,0
../Image Data/Monuments/train/victoria memorial/192.jpg,0
../Image Data/Monuments/train/victoria memorial/78.jpg,0
../Image Data/Monuments/train/victoria memorial/186.jpg,0
../Image Data/Monuments/train/victoria memorial/2.jpg,0
../Image Data/Monuments/train/victoria memorial/50.jpg,0
../Image Data/Monuments/train/victoria memorial/44.jpg,0
../Image Data/Monuments/train/victoria memorial/151.jpg,0
../Image Data/Monuments/train/victoria memorial/145.jpg,0
../Image Data/Monuments/train/victoria memorial/93.jpg,0
../Image Data/Monuments/train/victoria memorial/87.jpg,1
../Image Data/Monuments/train/victoria memorial/179.jpg,0
../Image Data/Monuments/train/victoria memorial/86.jpg,1
../Image Data/Monuments/train/victoria memorial/178.jpg,2
../Image Data/Monuments/train/victoria memorial/92.jpg,0
../Image Data/Monuments/train/victoria memorial/144.jpg,0
../Image Data/Monuments/train/victoria memorial/150.jpg,0
../Image Data/Monuments/train/victoria memorial/45.jpg,2
../Image Data/Monuments/train/victoria memorial/3.jpg,1
../Image Data/Monuments/train/victoria memorial/51.jpg,0
../Image Data/Monuments/train/victoria memorial/79.jpg,0
../Image Data/Monuments/train/victoria memorial/187.jpg,0
../Image Data/Monuments/train/victoria memorial/193.jpg,0
../Image Data/Monuments/train/victoria memorial/185.jpg,0
../Image Data/Monuments/train/victoria memorial/191.jpg,1
../Image Data/Monuments/train/victoria memorial/47.jpg,0
../Image Data/Monuments/train/victoria memorial/53.jpg,2
../Image Data/Monuments/train/victoria memorial/1.jpg,0
../Image Data/Monuments/train/victoria memorial/146.jpg,0
../Image Data/Monuments/train/victoria memorial/152.jpg,0
../Image Data/Monuments/train/victoria memorial/84.jpg,2
../Image Data/Monuments/train/victoria memorial/90.jpg,2
../Image Data/Monuments/train/victoria memorial/91.jpg,1
../Image Data/Monuments/train/victoria memorial/85.jpg,2
../Image Data/Monuments/train/victoria memorial/153.jpg,0
../Image Data/Monuments/train/victoria memorial/147.jpg,0
../Image Data/Monuments/train/victoria memorial/52.jpg,0
../Image Data/Monuments/train/victoria memorial/46.jpg,2
../Image Data/Monuments/train/victoria memorial/190.jpg,2
../Image Data/Monuments/train/victoria memorial/184.jpg,0
