Image_Path,Cluster_Label
../Image Data/Monuments/train/golden temple/images-20.jpeg,1
../Image Data/Monuments/train/golden temple/images-14 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-15 (1).jpeg,1
../Image Data/Monuments/train/golden temple/16.jpg,0
../Image Data/Monuments/train/golden temple/12.jpg,1
../Image Data/Monuments/train/golden temple/images-37 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-36 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-21.jpeg,0
../Image Data/Monuments/train/golden temple/images-8.jpeg,3
../Image Data/Monuments/train/golden temple/40.jpeg,2
../Image Data/Monuments/train/golden temple/images-40 (1).jpeg,3
../Image Data/Monuments/train/golden temple/13.jpg,1
../Image Data/Monuments/train/golden temple/images-41 (1).jpeg,3
../Image Data/Monuments/train/golden temple/images-5 (1).jpeg,3
../Image Data/Monuments/train/golden temple/images-4 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-37.jpeg,1
../Image Data/Monuments/train/golden temple/39.jpg,0
../Image Data/Monuments/train/golden temple/images-40.jpeg,3
../Image Data/Monuments/train/golden temple/11.jpg,1
../Image Data/Monuments/train/golden temple/images-17.jpeg,0
../Image Data/Monuments/train/golden temple/21.jpeg,2
../Image Data/Monuments/train/golden temple/images-4.jpeg,1
../Image Data/Monuments/train/golden temple/10.jpg,1
../Image Data/Monuments/train/golden temple/38.jpg,1
../Image Data/Monuments/train/golden temple/21.jpg,1
../Image Data/Monuments/train/golden temple/35.jpg,3
../Image Data/Monuments/train/golden temple/images-43.jpeg,3
../Image Data/Monuments/train/golden temple/34.jpeg,0
../Image Data/Monuments/train/golden temple/images-14.jpeg,1
../Image Data/Monuments/train/golden temple/22.jpeg,1
../Image Data/Monuments/train/golden temple/images-10 (1).jpeg,2
../Image Data/Monuments/train/golden temple/images-11 (1).jpeg,2
../Image Data/Monuments/train/golden temple/images-7.jpeg,1
../Image Data/Monuments/train/golden temple/images-38.jpeg,0
../Image Data/Monuments/train/golden temple/34.jpg,3
../Image Data/Monuments/train/golden temple/20.jpg,1
../Image Data/Monuments/train/golden temple/38.jpeg,1
../Image Data/Monuments/train/golden temple/36.jpg,1
../Image Data/Monuments/train/golden temple/22.jpg,2
../Image Data/Monuments/train/golden temple/images-18.jpeg,3
../Image Data/Monuments/train/golden temple/images-24 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-25 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-22.jpeg,0
../Image Data/Monuments/train/golden temple/images-52 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-34.jpeg,1
../Image Data/Monuments/train/golden temple/23.jpg,0
../Image Data/Monuments/train/golden temple/37.jpg,3
../Image Data/Monuments/train/golden temple/images-35.jpeg,1
../Image Data/Monuments/train/golden temple/33.jpg,2
../Image Data/Monuments/train/golden temple/27.jpg,1
../Image Data/Monuments/train/golden temple/42.jpeg,0
../Image Data/Monuments/train/golden temple/images-23.jpeg,1
../Image Data/Monuments/train/golden temple/images-39 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-38 (1).jpeg,0
../Image Data/Monuments/train/golden temple/images-19.jpeg,2
../Image Data/Monuments/train/golden temple/39.jpeg,1
../Image Data/Monuments/train/golden temple/26.jpg,1
../Image Data/Monuments/train/golden temple/32.jpg,3
../Image Data/Monuments/train/golden temple/18.jpg,0
../Image Data/Monuments/train/golden temple/images-33 (1).jpeg,2
../Image Data/Monuments/train/golden temple/images-32 (1).jpeg,1
../Image Data/Monuments/train/golden temple/24.jpg,3
../Image Data/Monuments/train/golden temple/30.jpg,1
../Image Data/Monuments/train/golden temple/images-39.jpeg,1
../Image Data/Monuments/train/golden temple/images-6.jpeg,1
../Image Data/Monuments/train/golden temple/23.jpeg,3
../Image Data/Monuments/train/golden temple/images-54.jpeg,1
../Image Data/Monuments/train/golden temple/images-44 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-45 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-15.jpeg,1
../Image Data/Monuments/train/golden temple/35.jpeg,3
../Image Data/Monuments/train/golden temple/31.jpg,1
../Image Data/Monuments/train/golden temple/25.jpg,2
../Image Data/Monuments/train/golden temple/images-42.jpeg,1
../Image Data/Monuments/train/golden temple/19.jpg,1
../Image Data/Monuments/train/golden temple/42.jpg,2
../Image Data/Monuments/train/golden temple/4.jpg,3
../Image Data/Monuments/train/golden temple/56.jpg,3
../Image Data/Monuments/train/golden temple/images-49.jpeg,1
../Image Data/Monuments/train/golden temple/28.jpeg,1
../Image Data/Monuments/train/golden temple/images-49 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-24.jpeg,1
../Image Data/Monuments/train/golden temple/images-48 (1).jpeg,2
../Image Data/Monuments/train/golden temple/80.jpg,1
../Image Data/Monuments/train/golden temple/images-32.jpeg,1
../Image Data/Monuments/train/golden temple/5.jpg,3
../Image Data/Monuments/train/golden temple/57.jpg,1
../Image Data/Monuments/train/golden temple/43.jpg,2
../Image Data/Monuments/train/golden temple/55.jpg,1
../Image Data/Monuments/train/golden temple/7.jpg,1
../Image Data/Monuments/train/golden temple/41.jpg,3
../Image Data/Monuments/train/golden temple/69.jpg,3
../Image Data/Monuments/train/golden temple/images-45.jpeg,1
../Image Data/Monuments/train/golden temple/32.jpeg,3
../Image Data/Monuments/train/golden temple/images-34 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-35 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-12.jpeg,1
../Image Data/Monuments/train/golden temple/images-53.jpeg,1
../Image Data/Monuments/train/golden temple/24.jpeg,3
../Image Data/Monuments/train/golden temple/images-28.jpeg,0
../Image Data/Monuments/train/golden temple/kareenakapoor-1575337791.jpg,3
../Image Data/Monuments/train/golden temple/images-43 (1).jpeg,3
../Image Data/Monuments/train/golden temple/images-42 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-6 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-7 (1).jpeg,1
../Image Data/Monuments/train/golden temple/68.jpg,0
../Image Data/Monuments/train/golden temple/40.jpg,1
../Image Data/Monuments/train/golden temple/54.jpg,3
../Image Data/Monuments/train/golden temple/6.jpg,1
../Image Data/Monuments/train/golden temple/78.jpg,3
../Image Data/Monuments/train/golden temple/2.jpg,1
../Image Data/Monuments/train/golden temple/50.jpg,1
../Image Data/Monuments/train/golden temple/44.jpg,0
../Image Data/Monuments/train/golden temple/images-29 (1).jpeg,0
../Image Data/Monuments/train/golden temple/images-28 (1).jpeg,0
../Image Data/Monuments/train/golden temple/images-29.jpeg,0
../Image Data/Monuments/train/golden temple/25.jpeg,3
../Image Data/Monuments/train/golden temple/images-52.jpeg,1
../Image Data/Monuments/train/golden temple/images-17 (1).jpeg,0
../Image Data/Monuments/train/golden temple/images-16 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-13.jpeg,1
../Image Data/Monuments/train/golden temple/33.jpeg,1
../Image Data/Monuments/train/golden temple/45.jpg,0
../Image Data/Monuments/train/golden temple/3.jpg,3
../Image Data/Monuments/train/golden temple/51.jpg,1
../Image Data/Monuments/train/golden temple/images-44.jpeg,1
../Image Data/Monuments/train/golden temple/79.jpg,1
../Image Data/Monuments/train/golden temple/images-33.jpeg,2
../Image Data/Monuments/train/golden temple/47.jpg,2
../Image Data/Monuments/train/golden temple/53.jpg,1
../Image Data/Monuments/train/golden temple/1.jpg,1
../Image Data/Monuments/train/golden temple/images-23 (1).jpeg,1
../Image Data/Monuments/train/golden temple/images-22 (1).jpeg,0
../Image Data/Monuments/train/golden temple/images-25.jpeg,1
../Image Data/Monuments/train/golden temple/29.jpeg,3
../Image Data/Monuments/train/golden temple/images-48.jpeg,2
../Image Data/Monuments/train/golden temple/52.jpg,1
../Image Data/Monuments/train/golden temple/46.jpg,1
