Image_Path,Cluster_Label
../Image Data/Monuments/train/India gate pics/i (1).jpeg,0
../Image Data/Monuments/train/India gate pics/i (74).jpg,0
../Image Data/Monuments/train/India gate pics/i (23).jpg,0
../Image Data/Monuments/train/India gate pics/images-21.jpeg,2
../Image Data/Monuments/train/India gate pics/i (58).jpg,1
../Image Data/Monuments/train/India gate pics/images-8.jpeg,1
../Image Data/Monuments/train/India gate pics/17.jpeg,0
../Image Data/Monuments/train/India gate pics/i (19).jpg,0
../Image Data/Monuments/train/India gate pics/images-5 (1).jpeg,1
../Image Data/Monuments/train/India gate pics/images-4 (1).jpeg,1
../Image Data/Monuments/train/India gate pics/images-37.jpeg,0
../Image Data/Monuments/train/India gate pics/images-40.jpeg,2
../Image Data/Monuments/train/India gate pics/i (39).jpg,1
../Image Data/Monuments/train/India gate pics/images-17.jpeg,2
../Image Data/Monuments/train/India gate pics/i (78).jpg,1
../Image Data/Monuments/train/India gate pics/21.jpeg,1
../Image Data/Monuments/train/India gate pics/i (54).jpg,0
../Image Data/Monuments/train/India gate pics/images-4.jpeg,0
../Image Data/Monuments/train/India gate pics/i (15).jpg,1
../Image Data/Monuments/train/India gate pics/i (42).jpg,1
../Image Data/Monuments/train/India gate pics/images-14.jpeg,0
../Image Data/Monuments/train/India gate pics/8.jpeg,0
../Image Data/Monuments/train/India gate pics/22.jpeg,1
../Image Data/Monuments/train/India gate pics/images-10 (1).jpeg,0
../Image Data/Monuments/train/India gate pics/i (57).jpg,1
../Image Data/Monuments/train/India gate pics/images-11 (1).jpeg,0
../Image Data/Monuments/train/India gate pics/images-7.jpeg,0
../Image Data/Monuments/train/India gate pics/i (16).jpg,2
../Image Data/Monuments/train/India gate pics/18.jpeg,1
../Image Data/Monuments/train/India gate pics/i (41).jpg,1
../Image Data/Monuments/train/India gate pics/images-38.jpeg,1
../Image Data/Monuments/train/India gate pics/i (36).jpg,1
../Image Data/Monuments/train/India gate pics/i (3).jpg,0
../Image Data/Monuments/train/India gate pics/4.jpeg,1
../Image Data/Monuments/train/India gate pics/i (61).jpg,1
../Image Data/Monuments/train/India gate pics/images-18.jpeg,0
../Image Data/Monuments/train/India gate pics/i (77).jpg,0
../Image Data/Monuments/train/India gate pics/images-24 (1).jpeg,1
../Image Data/Monuments/train/India gate pics/images-25 (1).jpeg,0
../Image Data/Monuments/train/India gate pics/i (20).jpg,0
../Image Data/Monuments/train/India gate pics/images-22.jpeg,0
../Image Data/Monuments/train/India gate pics/14.jpeg,0
../Image Data/Monuments/train/India gate pics/images-34.jpeg,0
../Image Data/Monuments/train/India gate pics/images-35.jpeg,0
../Image Data/Monuments/train/India gate pics/15.jpeg,1
../Image Data/Monuments/train/India gate pics/images-23.jpeg,0
../Image Data/Monuments/train/India gate pics/i (21).jpg,0
../Image Data/Monuments/train/India gate pics/i (76).jpg,1
../Image Data/Monuments/train/India gate pics/i (60).jpg,1
../Image Data/Monuments/train/India gate pics/images-19.jpeg,1
../Image Data/Monuments/train/India gate pics/i (2).jpg,2
../Image Data/Monuments/train/India gate pics/5.jpeg,0
../Image Data/Monuments/train/India gate pics/i (37).jpg,1
../Image Data/Monuments/train/India gate pics/i (40).jpg,0
../Image Data/Monuments/train/India gate pics/images-39.jpeg,1
../Image Data/Monuments/train/India gate pics/19.jpeg,1
../Image Data/Monuments/train/India gate pics/i (17).jpg,0
../Image Data/Monuments/train/India gate pics/images-6.jpeg,0
../Image Data/Monuments/train/India gate pics/i (56).jpg,1
../Image Data/Monuments/train/India gate pics/23.jpeg,0
../Image Data/Monuments/train/India gate pics/9.jpeg,1
../Image Data/Monuments/train/India gate pics/images-15.jpeg,0
../Image Data/Monuments/train/India gate pics/i (30).jpg,1
../Image Data/Monuments/train/India gate pics/i (5).jpg,1
../Image Data/Monuments/train/India gate pics/i (67).jpg,1
../Image Data/Monuments/train/India gate pics/i (71).jpg,0
../Image Data/Monuments/train/India gate pics/28.jpeg,2
../Image Data/Monuments/train/India gate pics/i (26).jpg,0
../Image Data/Monuments/train/India gate pics/images-24.jpeg,1
../Image Data/Monuments/train/India gate pics/12.jpeg,2
../Image Data/Monuments/train/India gate pics/images-32.jpeg,1
../Image Data/Monuments/train/India gate pics/images-12.jpeg,0
../Image Data/Monuments/train/India gate pics/i (9).jpg,0
../Image Data/Monuments/train/India gate pics/24.jpeg,1
../Image Data/Monuments/train/India gate pics/i (51).jpg,0
../Image Data/Monuments/train/India gate pics/images-28.jpeg,1
../Image Data/Monuments/train/India gate pics/i (10).jpg,2
../Image Data/Monuments/train/India gate pics/i (47).jpg,0
../Image Data/Monuments/train/India gate pics/images-6 (1).jpeg,0
../Image Data/Monuments/train/India gate pics/images-7 (1).jpeg,1
../Image Data/Monuments/train/India gate pics/i (46).jpg,0
../Image Data/Monuments/train/India gate pics/i (11).jpg,1
../Image Data/Monuments/train/India gate pics/i (50).jpg,0
../Image Data/Monuments/train/India gate pics/images-29.jpeg,0
../Image Data/Monuments/train/India gate pics/25.jpeg,0
../Image Data/Monuments/train/India gate pics/images-17 (1).jpeg,2
../Image Data/Monuments/train/India gate pics/images-16 (1).jpeg,1
../Image Data/Monuments/train/India gate pics/i (8).jpg,1
../Image Data/Monuments/train/India gate pics/images-13.jpeg,1
../Image Data/Monuments/train/India gate pics/Unknown.jpeg,2
../Image Data/Monuments/train/India gate pics/images-33.jpeg,1
../Image Data/Monuments/train/India gate pics/13.jpeg,2
../Image Data/Monuments/train/India gate pics/images-23 (1).jpeg,2
../Image Data/Monuments/train/India gate pics/images-22 (1).jpeg,1
../Image Data/Monuments/train/India gate pics/images-25.jpeg,1
../Image Data/Monuments/train/India gate pics/i (27).jpg,1
../Image Data/Monuments/train/India gate pics/29.jpeg,1
../Image Data/Monuments/train/India gate pics/i (70).jpg,0
../Image Data/Monuments/train/India gate pics/i (66).jpg,1
../Image Data/Monuments/train/India gate pics/i (4).jpg,1
../Image Data/Monuments/train/India gate pics/3.jpeg,0
../Image Data/Monuments/train/India gate pics/i (31).jpg,1
