Image_Path,Cluster_Label
../Image Data/Monuments/train/Sun Temple Konark/(59).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(58).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(131).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(127).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(19).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(35).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(62).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(74).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(23).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(2).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(54).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(15).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(42).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(107).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(39).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(150).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(81).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(146).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(78).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(97).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(111).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(57).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(1).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(16).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(128).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(41).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(104).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(82).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(153).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(94).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(145).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(112).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(132).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(124).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(36).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(108).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(61).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(98).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(77).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(149).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(20).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(21).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(99).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(76).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(148).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(60).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(37).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(109).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(125).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(133).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(113).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(95).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(144).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(83).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(152).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(105).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(40).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(17).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(129).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(56).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(134).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(122).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(30).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(88).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(159).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(67).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(71).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(118).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(26).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(7).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(51).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(138).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(10).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(47).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(102).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(84).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(155).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(92).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(143).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(114).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(115).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(93).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(142).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(85).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(154).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(103).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(46).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(11).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(139).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(6).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(50).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(119).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(27).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(70).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(89).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(158).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(66).jpg,2
../Image Data/Monuments/train/Sun Temple Konark/(31).jpg,0
../Image Data/Monuments/train/Sun Temple Konark/(123).jpg,1
../Image Data/Monuments/train/Sun Temple Konark/(135).jpg,2
