Image_Path,Cluster_Label
../Image Data/Monuments/train/tanjavur temple/6.jpg,0
../Image Data/Monuments/train/tanjavur temple/78.jpg,1
../Image Data/Monuments/train/tanjavur temple/48.jpeg,2
../Image Data/Monuments/train/tanjavur temple/2.jpg,0
../Image Data/Monuments/train/tanjavur temple/50.jpg,0
../Image Data/Monuments/train/tanjavur temple/44.jpg,1
../Image Data/Monuments/train/tanjavur temple/25.jpeg,3
../Image Data/Monuments/train/tanjavur temple/64.jpeg,1
../Image Data/Monuments/train/tanjavur temple/33.jpeg,1
../Image Data/Monuments/train/tanjavur temple/45.jpg,1
../Image Data/Monuments/train/tanjavur temple/3.jpg,1
../Image Data/Monuments/train/tanjavur temple/51.jpg,0
../Image Data/Monuments/train/tanjavur temple/79.jpg,0
../Image Data/Monuments/train/tanjavur temple/47.jpg,1
../Image Data/Monuments/train/tanjavur temple/53.jpg,2
../Image Data/Monuments/train/tanjavur temple/1.jpg,0
../Image Data/Monuments/train/tanjavur temple/44.jpeg,1
../Image Data/Monuments/train/tanjavur temple/13.jpeg,0
../Image Data/Monuments/train/tanjavur temple/52.jpeg,2
../Image Data/Monuments/train/tanjavur temple/29.jpeg,0
../Image Data/Monuments/train/tanjavur temple/3.jpeg,1
../Image Data/Monuments/train/tanjavur temple/52.jpg,2
../Image Data/Monuments/train/tanjavur temple/46.jpg,1
