Image_Path,Cluster_Label
../Image Data/Monuments/train/hawa mahal pics/m (27).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-85.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (31).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (66).jpg,1
../Image Data/Monuments/train/hawa mahal pics/m (11).jpg,3
../Image Data/Monuments/train/hawa mahal pics/m (46).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (50).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (4).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-27.jpeg,3
../Image Data/Monuments/train/hawa mahal pics/images-70.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-89.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-66.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-31.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (61).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (36).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-82.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-5.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (20).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-94.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (77).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-57.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-100.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-116.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-16.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-41.jpeg,3
../Image Data/Monuments/train/hawa mahal pics/images-36.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-61.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-98.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-77.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-9.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-20.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-120.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (3).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (57).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (41).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (16).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (17).jpg,3
../Image Data/Monuments/train/hawa mahal pics/m (40).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (56).jpg,1
../Image Data/Monuments/train/hawa mahal pics/m (2).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-21.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-8.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-99.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-76.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-60.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-37.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-40.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-17.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-117.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-101.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-56.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (76).jpg,2
../Image Data/Monuments/train/hawa mahal pics/images-95.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-4.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (21).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-83.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (37).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (60).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-43.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (18).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-14.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-114.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-102.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (59).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-55.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (75).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-79.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-96.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (22).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-7.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-80.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (34).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-38.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (63).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (14).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-118.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (43).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-18.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (55).jpg,3
../Image Data/Monuments/train/hawa mahal pics/m (1).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-59.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (79).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-22.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-75.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (38).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-63.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (80).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-34.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-35.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-62.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (39).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-74.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-23.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (78).jpg,2
../Image Data/Monuments/train/hawa mahal pics/images-58.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (54).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-19.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-119.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (42).jpg,3
../Image Data/Monuments/train/hawa mahal pics/m (15).jpg,3
../Image Data/Monuments/train/hawa mahal pics/m (62).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-39.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (35).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-81.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (23).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-6.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-78.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-97.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (74).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-54.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-103.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (58).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-115.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-15.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (19).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-42.jpeg,3
../Image Data/Monuments/train/hawa mahal pics/m (12).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-49.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (45).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-108.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (53).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (7).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-24.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (28).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-73.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-65.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (69).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-32.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-45.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-12.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-112.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (49).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-104.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-53.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-28.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (73).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-90.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (24).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-69.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-86.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (32).jpg,2
../Image Data/Monuments/train/hawa mahal pics/m (65).jpg,1
../Image Data/Monuments/train/hawa mahal pics/m (64).jpg,0
../Image Data/Monuments/train/hawa mahal pics/10720209_IINWAoOehmdHMn1z-a9DvNRa6oHNmsBD2IbLZ9ZguG0.jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (33).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-68.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-87.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (25).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-91.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/m (72).jpg,1
../Image Data/Monuments/train/hawa mahal pics/images-29.jpeg,2
../Image Data/Monuments/train/hawa mahal pics/images-52.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/images-105.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-113.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (48).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-13.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-44.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-33.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (68).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-64.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/images-72.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (29).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-25.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (6).jpg,3
../Image Data/Monuments/train/hawa mahal pics/images-109.jpeg,0
../Image Data/Monuments/train/hawa mahal pics/m (52).jpg,0
../Image Data/Monuments/train/hawa mahal pics/m (44).jpg,0
../Image Data/Monuments/train/hawa mahal pics/images-48.jpeg,1
../Image Data/Monuments/train/hawa mahal pics/m (13).jpg,0
