Image_Path,Cluster_Label
../Image Data/Monuments/train/basilica_of_bom_jesus/33.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/27.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/17 - Copy.jpg,0
../Image Data/Monuments/train/basilica_of_bom_jesus/20 - Copy.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/42 - Copy.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/4 - Copy.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/26.jpg,0
../Image Data/Monuments/train/basilica_of_bom_jesus/32.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/18.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/24.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/30.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/31 - Copy.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/31.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/9 - Copy.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/25.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/19.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/42.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/4.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/36 - Copy.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/48 - Copy.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/5.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/43.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/7.jpg,0
../Image Data/Monuments/train/basilica_of_bom_jesus/41.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/3 - Copy.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/10 - Copy.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/27 - Copy.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/45 - Copy.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/40.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/6.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/2.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/50.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/44.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/6 - Copy.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/22 - Copy.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/15 - Copy.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/40 - Copy.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/45.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/3.jpg,3
../Image Data/Monuments/train/basilica_of_bom_jesus/47.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/1.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/33 - Copy.jpg,2
../Image Data/Monuments/train/basilica_of_bom_jesus/18 - Copy.jpg,1
../Image Data/Monuments/train/basilica_of_bom_jesus/46.jpg,2
