Image_Path,Cluster_Label
../Image Data/Monuments/train/Gateway of India/113.jpg,2
../Image Data/Monuments/train/Gateway of India/107.jpg,0
../Image Data/Monuments/train/Gateway of India/122 (1).jpg,3
../Image Data/Monuments/train/Gateway of India/106.jpg,3
../Image Data/Monuments/train/Gateway of India/112.jpg,2
../Image Data/Monuments/train/Gateway of India/13.jpg,1
../Image Data/Monuments/train/Gateway of India/39.jpg,0
../Image Data/Monuments/train/Gateway of India/11.jpg,1
../Image Data/Monuments/train/Gateway of India/104.jpg,2
../Image Data/Monuments/train/Gateway of India/110.jpg,2
../Image Data/Monuments/train/Gateway of India/138.jpg,0
../Image Data/Monuments/train/Gateway of India/12 (1).jpg,1
../Image Data/Monuments/train/Gateway of India/1 (1).jpg,0
../Image Data/Monuments/train/Gateway of India/104 (1).jpg,2
../Image Data/Monuments/train/Gateway of India/114 (1).jpg,0
../Image Data/Monuments/train/Gateway of India/139.jpg,2
../Image Data/Monuments/train/Gateway of India/111.jpg,0
../Image Data/Monuments/train/Gateway of India/105.jpg,0
../Image Data/Monuments/train/Gateway of India/10.jpg,0
../Image Data/Monuments/train/Gateway of India/38.jpg,2
../Image Data/Monuments/train/Gateway of India/21.jpg,3
../Image Data/Monuments/train/Gateway of India/35.jpg,0
../Image Data/Monuments/train/Gateway of India/108.jpg,2
../Image Data/Monuments/train/Gateway of India/120.jpg,0
../Image Data/Monuments/train/Gateway of India/134.jpg,0
../Image Data/Monuments/train/Gateway of India/111 (1).jpg,0
../Image Data/Monuments/train/Gateway of India/101 (1).jpg,1
../Image Data/Monuments/train/Gateway of India/135.jpg,0
../Image Data/Monuments/train/Gateway of India/121.jpg,3
../Image Data/Monuments/train/Gateway of India/109.jpg,0
../Image Data/Monuments/train/Gateway of India/34.jpg,1
../Image Data/Monuments/train/Gateway of India/20.jpg,1
../Image Data/Monuments/train/Gateway of India/36.jpg,2
../Image Data/Monuments/train/Gateway of India/22.jpg,0
../Image Data/Monuments/train/Gateway of India/137.jpg,2
../Image Data/Monuments/train/Gateway of India/108 (1).jpg,2
../Image Data/Monuments/train/Gateway of India/118 (1).jpg,2
../Image Data/Monuments/train/Gateway of India/123.jpg,0
../Image Data/Monuments/train/Gateway of India/122.jpg,3
../Image Data/Monuments/train/Gateway of India/136.jpg,0
../Image Data/Monuments/train/Gateway of India/23.jpg,0
../Image Data/Monuments/train/Gateway of India/37.jpg,0
../Image Data/Monuments/train/Gateway of India/33.jpg,3
../Image Data/Monuments/train/Gateway of India/27.jpg,0
../Image Data/Monuments/train/Gateway of India/132.jpg,2
../Image Data/Monuments/train/Gateway of India/126.jpg,0
../Image Data/Monuments/train/Gateway of India/119 (1).jpg,2
../Image Data/Monuments/train/Gateway of India/109 (1).jpg,0
../Image Data/Monuments/train/Gateway of India/127.jpg,2
../Image Data/Monuments/train/Gateway of India/133.jpg,2
../Image Data/Monuments/train/Gateway of India/26.jpg,2
../Image Data/Monuments/train/Gateway of India/32.jpg,0
../Image Data/Monuments/train/Gateway of India/18.jpg,3
../Image Data/Monuments/train/Gateway of India/24.jpg,0
../Image Data/Monuments/train/Gateway of India/30.jpg,0
../Image Data/Monuments/train/Gateway of India/125.jpg,3
../Image Data/Monuments/train/Gateway of India/131.jpg,0
../Image Data/Monuments/train/Gateway of India/119.jpg,2
../Image Data/Monuments/train/Gateway of India/100 (1).jpg,0
../Image Data/Monuments/train/Gateway of India/110 (1).jpg,2
../Image Data/Monuments/train/Gateway of India/118.jpg,2
../Image Data/Monuments/train/Gateway of India/130.jpg,2
../Image Data/Monuments/train/Gateway of India/124.jpg,0
../Image Data/Monuments/train/Gateway of India/31.jpg,2
../Image Data/Monuments/train/Gateway of India/25.jpg,0
../Image Data/Monuments/train/Gateway of India/19.jpg,2
../Image Data/Monuments/train/Gateway of India/42.jpg,2
../Image Data/Monuments/train/Gateway of India/4.jpg,2
../Image Data/Monuments/train/Gateway of India/56.jpg,0
../Image Data/Monuments/train/Gateway of India/81.jpg,1
../Image Data/Monuments/train/Gateway of India/95.jpg,2
../Image Data/Monuments/train/Gateway of India/143.jpg,0
../Image Data/Monuments/train/Gateway of India/157.jpg,0
../Image Data/Monuments/train/Gateway of India/124 (1).jpg,0
../Image Data/Monuments/train/Gateway of India/156.jpg,3
../Image Data/Monuments/train/Gateway of India/142.jpg,0
../Image Data/Monuments/train/Gateway of India/94.jpg,0
../Image Data/Monuments/train/Gateway of India/80.jpg,0
../Image Data/Monuments/train/Gateway of India/5.jpg,0
../Image Data/Monuments/train/Gateway of India/57.jpg,3
../Image Data/Monuments/train/Gateway of India/43.jpg,0
../Image Data/Monuments/train/Gateway of India/55.jpg,0
../Image Data/Monuments/train/Gateway of India/7.jpg,2
../Image Data/Monuments/train/Gateway of India/41.jpg,0
../Image Data/Monuments/train/Gateway of India/69.jpg,1
../Image Data/Monuments/train/Gateway of India/96.jpg,0
../Image Data/Monuments/train/Gateway of India/168.jpg,2
../Image Data/Monuments/train/Gateway of India/82.jpg,2
../Image Data/Monuments/train/Gateway of India/154.jpg,3
../Image Data/Monuments/train/Gateway of India/140.jpg,2
../Image Data/Monuments/train/Gateway of India/112 (1).jpg,2
../Image Data/Monuments/train/Gateway of India/102 (1).jpg,0
../Image Data/Monuments/train/Gateway of India/141.jpg,1
../Image Data/Monuments/train/Gateway of India/155.jpg,0
../Image Data/Monuments/train/Gateway of India/83.jpg,2
../Image Data/Monuments/train/Gateway of India/97.jpg,2
../Image Data/Monuments/train/Gateway of India/169.jpg,0
../Image Data/Monuments/train/Gateway of India/68.jpg,1
../Image Data/Monuments/train/Gateway of India/40.jpg,0
../Image Data/Monuments/train/Gateway of India/54.jpg,3
../Image Data/Monuments/train/Gateway of India/6.jpg,2
../Image Data/Monuments/train/Gateway of India/103 (1).jpg,0
../Image Data/Monuments/train/Gateway of India/113 (1).jpg,2
../Image Data/Monuments/train/Gateway of India/78.jpg,2
../Image Data/Monuments/train/Gateway of India/2.jpg,2
../Image Data/Monuments/train/Gateway of India/50.jpg,1
../Image Data/Monuments/train/Gateway of India/44.jpg,0
../Image Data/Monuments/train/Gateway of India/151.jpg,0
../Image Data/Monuments/train/Gateway of India/145.jpg,0
../Image Data/Monuments/train/Gateway of India/93.jpg,2
../Image Data/Monuments/train/Gateway of India/87.jpg,0
../Image Data/Monuments/train/Gateway of India/86.jpg,3
../Image Data/Monuments/train/Gateway of India/92.jpg,2
../Image Data/Monuments/train/Gateway of India/144.jpg,3
../Image Data/Monuments/train/Gateway of India/150.jpg,0
../Image Data/Monuments/train/Gateway of India/45.jpg,2
../Image Data/Monuments/train/Gateway of India/3.jpg,0
../Image Data/Monuments/train/Gateway of India/51.jpg,1
../Image Data/Monuments/train/Gateway of India/79.jpg,2
../Image Data/Monuments/train/Gateway of India/47.jpg,3
../Image Data/Monuments/train/Gateway of India/53.jpg,0
../Image Data/Monuments/train/Gateway of India/1.jpg,0
../Image Data/Monuments/train/Gateway of India/146.jpg,3
../Image Data/Monuments/train/Gateway of India/152.jpg,0
../Image Data/Monuments/train/Gateway of India/84.jpg,1
../Image Data/Monuments/train/Gateway of India/90.jpg,0
../Image Data/Monuments/train/Gateway of India/91.jpg,1
../Image Data/Monuments/train/Gateway of India/85.jpg,1
../Image Data/Monuments/train/Gateway of India/153.jpg,0
../Image Data/Monuments/train/Gateway of India/147.jpg,3
../Image Data/Monuments/train/Gateway of India/125 (1).jpg,3
../Image Data/Monuments/train/Gateway of India/52.jpg,0
../Image Data/Monuments/train/Gateway of India/46.jpg,2
